ix,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
11215,8923100125,20140620T000000,1234580.0,5,3.25,3240,6551,1.5,0,4,4,9,2500,740,1939,0,98115,47.6792,-122.273,2740,9300
3541,1823049202,20150107T000000,326000.0,6,1.5,1930,8400,1.0,0,0,3,7,1030,900,1971,0,98146,47.4869,-122.34,1780,9520
11471,2524049250,20140921T000000,1180000.0,5,2.25,3270,16553,2.0,0,2,5,9,2470,800,1968,0,98040,47.5428,-122.236,3690,17916
17807,2354300915,20140903T000000,330000.0,2,1.0,720,7250,1.0,0,0,3,5,720,0,1943,0,98027,47.5267,-122.03200000000001,1760,7250
7764,7574200210,20140618T000000,407450.0,4,1.5,2310,68824,2.0,0,0,4,7,2310,0,1968,0,98010,47.3354,-122.031,2020,39900
13723,238000201,20140723T000000,440000.0,3,2.75,2070,9697,2.0,0,0,4,7,1330,740,1929,0,98188,47.4327,-122.28299999999999,2000,14436
9763,4137040060,20150406T000000,265500.0,3,2.5,1450,8977,1.0,0,0,3,8,1450,0,1990,0,98092,47.2576,-122.214,2410,8850
16557,3023059071,20150210T000000,631000.0,4,4.0,2630,59586,1.0,0,0,3,7,1470,1160,1963,0,98055,47.4496,-122.209,2230,5715
18036,2473351050,20140813T000000,372500.0,4,2.25,1920,9660,1.0,0,0,4,8,1920,0,1968,0,98058,47.4544,-122.14299999999999,1890,7800
21053,2326600150,20150422T000000,775900.0,3,2.5,2700,5764,2.0,0,0,3,9,2700,0,2014,0,98075,47.5618,-122.027,3270,14700
21361,3123089027,20140721T000000,472000.0,3,2.5,3800,104979,2.0,0,0,3,8,3210,590,2005,0,98045,47.4304,-121.84100000000001,2040,109771
2211,3438500339,20140526T000000,276000.0,3,1.0,1140,5000,1.0,0,0,3,7,1140,0,1960,0,98106,47.5535,-122.36200000000001,1140,5000
14860,7625701830,20141023T000000,521000.0,3,2.0,1840,6000,1.0,0,0,4,6,1840,0,1908,1944,98136,47.5508,-122.39200000000001,2010,6000
15758,9534400010,20150423T000000,965800.0,4,1.75,2500,8725,1.0,0,0,4,8,1500,1000,1966,0,98004,47.6304,-122.205,1900,8998
11612,9297301535,20140529T000000,540000.0,3,1.5,2600,5085,1.0,0,0,4,7,1400,1200,1940,0,98126,47.5659,-122.376,1320,4000
3133,9547202265,20150427T000000,990000.0,3,3.25,2460,4182,2.0,0,0,5,8,2100,360,1910,0,98115,47.6782,-122.311,2370,4284
18929,5561400220,20140819T000000,592500.0,4,2.5,3370,35150,1.0,0,0,5,8,1770,1600,1993,0,98027,47.461000000000006,-122.00200000000001,2920,41241
7972,7338401759,20140610T000000,268000.0,2,1.0,1380,5000,1.0,0,0,3,7,870,510,1943,0,98108,47.5339,-122.29299999999999,1450,5000
4677,4229400015,20150507T000000,570000.0,3,1.0,1030,4089,1.5,0,0,3,7,1030,0,1927,0,98116,47.574,-122.385,1440,4917
21586,2767604724,20141015T000000,505000.0,2,2.5,1430,1201,3.0,0,0,3,8,1430,0,2009,0,98107,47.6707,-122.381,1430,1249
5938,2140700190,20150410T000000,515000.0,4,2.5,1850,9248,2.0,0,0,3,8,1850,0,1997,0,98028,47.735,-122.244,2080,8711
4320,1887000100,20140814T000000,485000.0,5,1.75,2460,14100,1.0,0,0,3,7,1380,1080,1972,0,98028,47.7452,-122.22399999999999,2028,11078
10032,2997800075,20140929T000000,649950.0,3,2.75,1670,1350,3.0,0,0,3,9,1350,320,2014,0,98116,47.5764,-122.40799999999999,1520,4800
16435,8651520420,20140606T000000,539000.0,3,2.0,2260,9568,1.0,0,0,3,8,1780,480,1985,0,98074,47.6457,-122.05799999999999,2250,9744
2107,908000260,20141117T000000,272000.0,4,2.5,1870,5692,2.0,0,0,3,7,1870,0,2004,0,98058,47.4334,-122.148,2390,5293
17389,1088801350,20150210T000000,525000.0,3,2.5,2320,9610,1.0,0,0,3,9,1730,590,1990,0,98011,47.7394,-122.204,2450,9608
9377,2767603608,20141002T000000,405000.0,2,1.5,1170,1274,3.0,0,0,3,8,1170,0,2001,0,98107,47.6719,-122.381,1290,1308
12165,3034200036,20150424T000000,438000.0,2,1.0,1630,9255,1.0,0,0,3,7,1630,0,1941,0,98133,47.7222,-122.33200000000001,1800,8000
15733,3616600231,20140603T000000,960000.0,4,3.0,4590,9150,2.0,0,0,3,10,3490,1100,1981,0,98177,47.7234,-122.37200000000001,2910,12348
3034,5083000375,20150319T000000,235000.0,3,1.0,1310,9529,1.0,0,0,3,7,1310,0,1956,0,98198,47.4105,-122.295,1330,9529
13242,1392800035,20140618T000000,559000.0,2,1.0,1240,6400,1.0,0,1,4,7,1060,180,1938,0,98126,47.5493,-122.37700000000001,1240,6400
17474,6329000185,20150329T000000,540000.0,3,2.5,2600,23361,1.5,1,4,3,8,2150,450,1912,0,98146,47.4997,-122.37899999999999,1700,14700
7062,1338801060,20141204T000000,560000.0,4,1.5,1810,3400,2.0,0,0,3,8,1810,0,1926,0,98112,47.6264,-122.302,1770,3600
4663,1591600044,20141010T000000,409000.0,4,3.25,3140,10752,2.0,0,0,3,7,2300,840,1992,0,98146,47.5022,-122.363,1300,9920
17784,7763400035,20150402T000000,253500.0,3,1.5,1440,12040,1.0,0,0,4,7,1440,0,1959,0,98042,47.3715,-122.16,1720,12040
11478,3824100041,20150412T000000,419000.0,4,2.25,1880,9727,1.0,0,0,3,7,1100,780,1979,0,98028,47.7731,-122.257,1790,10274
18169,4083303540,20150320T000000,791000.0,5,1.75,2344,4800,1.5,0,0,4,7,1544,800,1921,0,98103,47.6537,-122.335,1770,4200
2367,3508100135,20150316T000000,1101000.0,3,1.5,2220,4830,2.0,0,3,3,9,1790,430,1928,2010,98116,47.5825,-122.4,1670,4830
20679,3630220140,20140613T000000,795000.0,4,3.5,3200,3250,2.0,0,0,3,9,2670,530,2007,0,98029,47.5515,-122.0,3400,3663
9721,2568300045,20150319T000000,649950.0,6,2.0,1900,8240,1.0,0,0,2,7,1200,700,1964,0,98125,47.7037,-122.296,1900,8240
15902,1774000050,20140507T000000,480500.0,4,2.5,2180,11200,1.0,0,0,4,8,2180,0,1968,0,98072,47.7476,-122.086,1790,11200
440,3353401710,20140923T000000,227950.0,3,1.5,1670,8230,1.0,0,0,5,7,1670,0,1954,0,98001,47.2613,-122.255,2077,4910
20554,2979800409,20140505T000000,416286.0,3,2.5,1408,989,3.0,0,0,3,8,1408,0,2005,0,98115,47.6856,-122.315,1408,1342
19434,2623069106,20150219T000000,710000.0,6,3.5,3830,68825,2.0,0,0,3,9,3830,0,1995,0,98027,47.4574,-122.00299999999999,2410,68825
14797,4226900211,20141023T000000,560000.0,4,1.0,1360,5814,1.5,0,0,2,6,1360,0,1900,0,98122,47.6038,-122.314,1010,5814
832,8731951670,20140606T000000,270000.0,4,2.25,1900,8600,1.0,0,0,4,8,1900,0,1975,0,98023,47.3102,-122.381,2120,8000
18885,3342103149,20140910T000000,380000.0,3,1.5,1540,8400,1.0,0,0,5,7,1540,0,1968,0,98056,47.5237,-122.199,1690,7689
3064,7419700015,20140919T000000,490000.0,4,2.25,2090,10869,2.0,0,0,3,8,2090,0,1970,0,98033,47.6715,-122.164,1800,17788
7714,6413100090,20140915T000000,458000.0,2,1.75,990,5850,1.0,0,0,4,6,990,0,1942,0,98125,47.7132,-122.321,840,6110
2587,7452500340,20141204T000000,265000.0,3,1.0,1080,4930,1.0,0,0,3,6,1080,0,1950,0,98126,47.5209,-122.374,1100,5950
1224,3331000070,20140606T000000,735000.0,4,2.5,2820,6180,2.0,0,0,3,9,2050,770,2013,0,98118,47.5529,-122.281,1390,4635
16313,2887950020,20140625T000000,280000.0,7,2.5,1940,5458,2.0,0,0,3,7,1940,0,1994,0,98092,47.3191,-122.177,1710,5688
2592,8078460810,20141210T000000,620000.0,4,2.5,2580,7465,2.0,0,0,3,8,2580,0,1993,0,98074,47.6319,-122.022,2350,7596
3247,9818700215,20150330T000000,464000.0,5,2.0,2000,3000,1.5,0,0,3,6,1200,800,1931,0,98122,47.6028,-122.29799999999999,1330,4000
6849,524059093,20140825T000000,775000.0,3,1.75,1640,18730,1.5,0,0,4,7,1640,0,1946,0,98004,47.5975,-122.196,1670,12154
8023,2138000120,20140626T000000,435000.0,4,2.75,2110,8751,1.0,0,0,3,7,1510,600,1962,0,98011,47.7617,-122.215,1660,10295
16121,8731982630,20140522T000000,240000.0,4,2.25,1720,8300,1.0,0,0,4,8,1720,0,1973,0,98023,47.3192,-122.385,2010,8000
14801,1972201960,20140825T000000,513000.0,3,2.25,1500,1312,3.0,0,0,3,8,1500,0,2007,0,98103,47.6534,-122.346,1500,1282
15546,123039626,20141022T000000,295000.0,3,2.25,1330,7200,1.0,0,0,3,7,900,430,1974,0,98146,47.5102,-122.36399999999999,1380,9570
16880,6403500290,20140502T000000,407500.0,3,2.5,1930,10460,2.0,0,0,3,8,1930,0,1996,0,98059,47.4938,-122.161,2290,8228
12860,3275730120,20140818T000000,446000.0,4,2.5,1530,8375,1.0,0,0,3,7,1020,510,1974,0,98034,47.7174,-122.236,1650,9794
2691,3820350070,20140929T000000,349950.0,4,2.5,1820,3134,2.0,0,0,3,7,1820,0,1999,0,98019,47.7351,-121.985,1820,3751
12324,7387500335,20141219T000000,280000.0,3,1.0,980,7480,1.0,0,0,3,6,830,150,1948,0,98106,47.5206,-122.363,1140,7480
14238,4338800720,20150224T000000,240000.0,4,2.0,1750,7800,1.0,0,0,4,6,1750,0,1944,0,98166,47.4791,-122.34700000000001,1270,7800
15558,13001991,20140902T000000,207000.0,3,2.5,1520,2550,2.0,0,0,3,7,1520,0,2005,0,98108,47.5245,-122.33,1460,2550
10441,9346920260,20140604T000000,646000.0,4,2.25,2500,8500,1.0,0,0,4,8,1600,900,1978,0,98006,47.5615,-122.131,2290,8927
16875,1934800022,20140723T000000,425000.0,3,1.0,1280,3200,1.5,0,0,3,7,1280,0,1903,0,98122,47.6029,-122.307,1320,1676
13394,8731800210,20140711T000000,235000.0,3,2.5,2350,9051,1.0,0,0,4,8,1570,780,1966,0,98023,47.3126,-122.36399999999999,2270,8748
18366,2225059273,20141114T000000,975000.0,5,3.5,5470,35071,2.0,0,0,3,11,4590,880,1976,0,98005,47.6368,-122.15899999999999,3600,35074
21384,6372000297,20150323T000000,608000.0,3,3.5,1660,2298,2.0,0,0,3,8,1260,400,2009,0,98116,47.5809,-122.40299999999999,1500,2198
20388,5649600464,20150327T000000,343000.0,2,1.5,1100,1228,2.0,0,0,3,7,900,200,2007,0,98118,47.5538,-122.28200000000001,1340,1380
11841,2011400520,20140619T000000,240000.0,4,2.0,1790,14690,1.0,0,1,4,7,1670,120,1960,0,98198,47.3965,-122.321,2440,10664
8572,6082400191,20140619T000000,287000.0,3,2.0,1300,11374,1.5,0,0,5,7,1300,0,1933,0,98168,47.4839,-122.302,1480,9670
9148,3395300180,20140812T000000,534950.0,3,2.25,2130,12286,2.0,0,0,3,8,2130,0,1977,0,98052,47.6471,-122.11399999999999,2130,10158
13143,8567450180,20140529T000000,525000.0,5,2.5,2630,9216,2.0,0,0,3,8,2630,0,2003,0,98019,47.7379,-121.96600000000001,2020,4980
14717,6121800065,20141104T000000,289000.0,3,1.75,1580,9750,1.0,0,0,5,7,1580,0,1954,0,98148,47.427,-122.331,1460,9750
18075,5457800930,20140613T000000,1695000.0,2,2.25,3170,3000,2.0,0,2,5,10,1990,1180,1900,0,98109,47.6291,-122.351,2980,5061
9552,4100000040,20141023T000000,788000.0,5,2.25,2910,9454,1.0,0,1,3,8,1910,1000,1972,0,98005,47.5871,-122.17299999999999,2400,10690
3196,6909200037,20140815T000000,375000.0,2,1.5,1160,1648,2.0,0,0,3,7,1160,0,2002,0,98144,47.5916,-122.29299999999999,1458,2351
10229,1471701170,20140611T000000,335000.0,4,2.25,2030,13500,1.0,0,0,3,7,1230,800,1963,0,98059,47.4596,-122.066,1830,13800
14833,3226049080,20150224T000000,397000.0,2,1.0,1030,12350,1.5,0,0,3,7,1030,0,1942,0,98115,47.6984,-122.324,1790,6900
486,9286000240,20140711T000000,1067000.0,6,3.5,4860,11793,2.0,0,0,3,11,3860,1000,1998,0,98006,47.5521,-122.137,3600,11793
370,6838700060,20141204T000000,280000.0,3,2.25,1430,7222,2.0,0,0,3,7,1430,0,1993,0,98056,47.5112,-122.19,1430,7220
14961,5700003810,20140723T000000,1480000.0,4,2.25,3920,7200,2.0,0,0,3,10,3120,800,1928,0,98144,47.5731,-122.28399999999999,3400,7200
783,5693500270,20150121T000000,715000.0,4,1.0,2000,4800,2.0,0,0,4,7,2000,0,1911,0,98103,47.6583,-122.351,1260,1452
6596,1854900470,20140924T000000,715000.0,3,2.5,2890,7027,2.0,0,0,3,8,2890,0,2004,0,98074,47.6111,-122.009,2890,7197
15624,1223039242,20150126T000000,388000.0,3,1.75,1760,9277,1.0,0,0,4,7,1760,0,1962,0,98146,47.4977,-122.35799999999999,1760,7650
11270,829000160,20141009T000000,311000.0,5,3.0,2020,5917,1.0,0,0,3,7,1220,800,1993,0,98108,47.5482,-122.294,2130,5529
14431,8832900360,20150428T000000,735000.0,3,1.75,2250,11520,1.0,0,1,3,8,2250,0,1956,0,98028,47.7619,-122.26799999999999,2730,12445
17810,1323059098,20150402T000000,315000.0,3,2.0,1220,14645,1.0,0,0,3,6,1220,0,1970,0,98059,47.4842,-122.117,1980,24960
3238,1761300850,20141217T000000,271000.0,4,1.75,1710,7200,1.0,0,0,5,7,910,800,1975,0,98031,47.3967,-122.17399999999999,1730,7200
20117,9578500820,20141125T000000,424950.0,4,3.25,3266,5398,2.0,0,0,3,8,3266,0,2014,0,98023,47.2975,-122.35,3087,5152
873,7504110030,20150211T000000,785000.0,4,2.5,3300,10514,2.0,0,0,3,10,3300,0,1984,0,98074,47.6323,-122.036,2820,11462
16831,2798000020,20140815T000000,1395000.0,4,3.5,3560,16782,2.0,0,0,3,10,2560,1000,2014,0,98040,47.5569,-122.225,3100,18047
16871,7504200250,20150428T000000,490000.0,3,2.25,2330,3600,1.5,0,0,3,8,2330,0,1971,0,98074,47.631,-122.061,2050,4275
2047,3558910640,20150401T000000,528000.0,4,1.75,1860,9750,1.0,0,0,3,7,1460,400,1969,0,98034,47.7097,-122.20200000000001,1900,8913
104,6197800045,20140924T000000,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910
15067,6139100101,20150505T000000,405100.0,4,2.0,1580,7300,1.0,0,0,4,7,1580,0,1955,0,98155,47.7598,-122.32799999999999,1180,9450
15718,4038200480,20141201T000000,480000.0,3,1.0,1160,8800,1.0,0,0,4,7,1160,0,1959,0,98008,47.6112,-122.12799999999999,1750,8400
15712,3089000005,20140724T000000,150000.0,2,1.0,850,54000,1.5,0,0,1,4,850,0,1950,0,98023,47.2959,-122.37700000000001,1550,14440
1915,7577700070,20140828T000000,577000.0,2,1.75,1620,4879,1.0,0,0,3,7,1040,580,1924,2011,98116,47.5703,-122.385,1500,5000
6499,1370802115,20141205T000000,1925000.0,3,4.5,3950,6134,2.0,0,3,3,11,2880,1070,1998,0,98199,47.6413,-122.405,3050,5281
5684,2207100255,20140515T000000,395300.0,3,1.5,1120,7000,1.0,0,0,3,7,1120,0,1955,0,98007,47.5987,-122.146,1470,7950
6728,6929603769,20140721T000000,253000.0,3,1.0,1400,9750,1.0,0,0,3,7,1400,0,1968,1998,98198,47.3862,-122.304,1640,8050
3632,2489200165,20140807T000000,435000.0,3,1.0,1050,5500,1.0,0,0,3,6,930,120,1920,0,98126,47.5402,-122.38,1410,5834
109,3134100116,20140827T000000,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433
11656,3878900681,20150121T000000,272000.0,1,0.75,1040,6034,1.0,0,1,3,7,580,460,1991,0,98178,47.5078,-122.251,1560,5650
2138,1226039129,20150209T000000,400000.0,4,2.0,1560,8250,1.0,0,0,3,8,1320,240,1964,0,98177,47.7565,-122.35799999999999,1870,8258
19807,993000136,20141007T000000,449950.0,3,2.25,1540,1270,3.0,0,0,3,7,1540,0,2014,0,98103,47.6935,-122.34100000000001,1230,1454
17296,4047200825,20141011T000000,400000.0,1,1.0,1390,60984,1.0,0,0,3,6,1390,0,1960,0,98019,47.7652,-121.90299999999999,1620,24225
8934,106000044,20140826T000000,399950.0,3,1.0,1470,7930,1.0,0,0,3,7,1070,400,1950,0,98177,47.7013,-122.368,1440,8100
669,7613700521,20140802T000000,1250000.0,4,3.25,3160,5000,2.0,0,0,5,9,2360,800,1965,0,98105,47.6597,-122.274,2220,4000
13506,4139440360,20140918T000000,850000.0,4,2.5,2900,9972,2.0,0,0,3,9,2900,0,1993,0,98006,47.5536,-122.12100000000001,2901,8567
14193,2493200155,20150403T000000,950000.0,4,2.25,2770,5320,2.0,0,1,3,9,2440,330,2013,0,98136,47.5283,-122.385,2100,6011
14928,1513800170,20150402T000000,392500.0,3,1.0,930,6572,1.0,0,0,3,7,930,0,1952,0,98115,47.6889,-122.301,960,5840
3324,2600300110,20141202T000000,555000.0,4,1.75,2350,6200,1.5,0,0,4,7,1410,940,1946,0,98116,47.559,-122.397,1800,6150
20825,255450030,20140918T000000,369946.0,3,2.5,2420,4725,2.0,0,0,3,8,2420,0,2014,0,98038,47.371,-122.01799999999999,2370,4200
4480,9353300090,20140731T000000,360000.0,3,2.0,1630,10723,1.0,0,0,5,7,1630,0,1959,0,98059,47.4898,-122.133,1450,10723
11634,4038000055,20140812T000000,425000.0,3,1.0,1320,7076,1.0,0,0,4,7,1320,0,1959,0,98008,47.6131,-122.12299999999999,1510,9000
6169,2321300351,20140612T000000,575000.0,2,1.0,1510,4032,1.5,0,0,3,8,1310,200,1935,0,98199,47.6371,-122.39299999999999,1700,4042
1439,1138010520,20140601T000000,459000.0,3,1.75,1620,7330,1.0,0,0,4,7,1090,530,1974,0,98034,47.7148,-122.213,1380,7191
11039,1423069129,20150320T000000,449000.0,4,1.75,2350,54450,1.0,0,0,4,7,1250,1100,1971,0,98027,47.4816,-122.005,2180,50529
14528,9510900610,20141030T000000,294000.0,5,2.75,2300,7600,1.0,0,0,4,7,1400,900,1969,0,98023,47.3084,-122.37200000000001,1750,8500
14338,8092000330,20140528T000000,168500.0,3,1.0,1100,10125,1.0,0,0,3,7,1100,0,1969,0,98042,47.367,-122.10700000000001,1570,10650
6574,5468770250,20140819T000000,303000.0,4,2.5,2100,6783,2.0,0,0,3,8,2100,0,2003,0,98042,47.3504,-122.141,2100,6192
4811,9831200500,20150304T000000,2479000.0,5,3.75,6810,7500,2.5,0,0,3,13,6110,700,1922,0,98102,47.6285,-122.322,2660,7500
12887,5126300770,20150217T000000,340000.0,3,2.5,2240,6000,2.0,0,0,3,8,2240,0,2003,0,98059,47.4837,-122.13799999999999,2400,6000
14612,225039029,20150317T000000,525000.0,3,1.5,1940,5625,1.0,0,0,4,7,1440,500,1941,0,98117,47.6818,-122.38799999999999,1460,5500
9353,2113701080,20141112T000000,300000.0,2,1.0,1100,4010,1.5,0,0,5,6,1100,0,1920,0,98106,47.5296,-122.351,980,4501
6131,1377800010,20141119T000000,517500.0,3,1.0,1190,7000,1.0,0,0,3,7,1190,0,1943,0,98199,47.6453,-122.40299999999999,1350,7000
14443,7452500815,20150310T000000,212625.0,2,1.0,960,5000,1.0,0,0,3,6,960,0,1951,0,98126,47.5188,-122.37200000000001,930,5000
16677,3332500095,20141007T000000,399000.0,3,2.5,1800,3300,2.0,0,0,3,7,1690,110,2004,0,98118,47.5491,-122.27600000000001,1570,3902
17052,203900380,20140821T000000,326188.0,3,1.0,1300,8800,1.0,0,0,3,7,1300,0,1977,0,98053,47.64,-121.96600000000001,1600,12210
14840,2424059018,20140612T000000,1070000.0,4,2.5,3270,35445,2.0,0,0,3,11,3270,0,1989,0,98006,47.548,-122.12100000000001,4180,32130
20521,2768200210,20140825T000000,499000.0,2,2.5,1320,1157,2.0,0,0,3,8,990,330,2014,0,98107,47.6689,-122.363,1550,1519
7332,4310700020,20141010T000000,280000.0,3,1.0,1100,5132,1.0,0,0,3,6,840,260,1948,0,98103,47.7011,-122.336,1280,5132
16020,5318100840,20140606T000000,1280000.0,4,3.5,3010,3600,2.0,0,0,3,9,2370,640,1999,0,98112,47.6341,-122.28399999999999,2650,4200
1834,9315300260,20140521T000000,189650.0,2,1.75,1100,7600,1.0,0,0,3,6,1100,0,1980,0,98198,47.4136,-122.318,1230,7350
9378,425059103,20141202T000000,625000.0,3,2.5,1860,10027,2.0,0,0,3,8,1860,0,1993,0,98033,47.6775,-122.165,1530,9204
16699,6306100080,20140909T000000,234950.0,3,2.0,1430,10850,1.0,0,0,3,7,1430,0,1994,0,98001,47.2671,-122.23299999999999,1610,8015
11760,59000445,20140923T000000,590000.0,4,2.75,2240,5400,2.0,0,0,4,7,1540,700,1940,0,98116,47.5785,-122.402,1830,5000
13637,5249803010,20150121T000000,439000.0,4,2.0,1800,5465,1.0,0,0,3,7,900,900,1942,0,98118,47.56100000000001,-122.272,1400,5400
18310,1646502055,20140613T000000,530100.0,3,1.0,1540,3399,1.5,0,0,3,7,1200,340,1926,0,98117,47.6853,-122.359,1500,3914
12843,9826701345,20140715T000000,498000.0,3,2.5,1620,2640,2.0,0,0,4,7,1620,0,1900,1993,98122,47.6036,-122.305,1370,3840
18860,4054700300,20141021T000000,680000.0,4,2.75,3310,50951,2.0,0,0,3,9,3310,0,1998,0,98077,47.7249,-122.027,3230,39340
13132,4325700085,20150325T000000,417000.0,3,1.0,1310,8514,1.0,0,0,4,7,1310,0,1953,0,98133,47.7502,-122.353,1310,8514
13938,7508700085,20140724T000000,386500.0,3,2.25,2950,8036,1.5,0,0,3,8,1950,1000,1963,0,98125,47.7239,-122.31299999999999,2060,7200
14530,2946002914,20150102T000000,325000.0,3,1.75,2300,6200,1.0,0,0,4,7,1150,1150,1970,0,98198,47.4176,-122.323,1740,6600
14499,8121200530,20141008T000000,479000.0,3,2.5,1710,8998,2.0,0,0,3,8,1710,0,1982,0,98052,47.7236,-122.11,1710,9859
20286,8091670190,20141104T000000,382495.0,3,2.5,1760,5390,1.0,0,0,3,8,1760,0,2014,0,98038,47.3482,-122.042,2310,5117
3003,1665400025,20141028T000000,259000.0,3,1.75,1590,7148,1.0,0,0,3,7,1590,0,1952,0,98166,47.4713,-122.344,1150,7280
8215,7942601810,20141210T000000,733500.0,3,1.5,2120,4370,1.5,0,0,3,8,2120,0,1904,0,98122,47.606,-122.307,1960,5120
14850,9830200230,20150120T000000,389000.0,2,1.75,1160,4848,2.0,0,1,4,7,1160,0,1949,0,98118,47.542,-122.265,1990,7440
11716,705710640,20150302T000000,319950.0,3,2.5,1700,7000,2.0,0,0,3,7,1700,0,1996,0,98038,47.3798,-122.025,1950,7000
18528,7116500925,20140520T000000,206000.0,4,2.0,1700,6025,1.0,0,0,3,6,1700,0,1978,0,98002,47.3029,-122.221,1320,5956
5389,4077800029,20141027T000000,630000.0,4,1.75,1930,10210,1.5,0,2,3,8,1670,260,1941,0,98125,47.7078,-122.277,2730,6600
12055,8563050350,20150306T000000,655000.0,4,2.25,2420,7725,1.0,0,0,4,8,1890,530,1972,0,98052,47.6287,-122.09299999999999,1740,7944
16818,6021502750,20140715T000000,607500.0,3,1.5,1800,4700,1.0,0,0,3,7,1200,600,1941,0,98117,47.6858,-122.385,1580,4700
1309,2878600200,20140508T000000,533000.0,3,1.0,1670,4080,1.0,0,0,3,7,1170,500,1967,0,98115,47.6899,-122.321,1560,4080
16425,7625700020,20140929T000000,340000.0,1,1.0,640,4800,1.0,0,0,3,6,640,0,1918,0,98136,47.5551,-122.382,1250,2847
11345,3670500465,20140526T000000,370000.0,3,2.5,1780,4050,2.0,0,0,3,7,1780,0,2001,0,98155,47.7346,-122.30799999999999,1571,4976
3475,9550202870,20150209T000000,417000.0,2,1.75,1090,4590,1.0,0,0,4,7,790,300,1915,0,98105,47.6677,-122.324,1390,4080
789,2608300030,20140516T000000,408200.0,3,2.5,1800,5761,2.0,0,0,4,7,1800,0,1990,0,98106,47.5293,-122.363,1800,5952
12375,2421059017,20140523T000000,549900.0,4,3.0,2830,213879,2.0,0,0,4,8,2830,0,1987,0,98092,47.2925,-122.10700000000001,2250,213008
19339,3019300090,20140723T000000,535000.0,2,3.5,2560,5000,1.0,0,0,4,6,1280,1280,1944,0,98107,47.6681,-122.368,1390,4000
14533,5145100180,20140917T000000,325000.0,3,1.0,1150,7486,1.0,0,0,3,7,1150,0,1970,0,98034,47.7261,-122.219,1510,7486
7740,4217400120,20141125T000000,978000.0,3,1.5,2390,4000,1.5,0,0,3,9,1690,700,1936,0,98105,47.6604,-122.28,2350,4000
3284,4309710100,20140620T000000,725000.0,4,3.25,3940,27591,2.0,0,3,3,9,3440,500,2000,0,98059,47.5157,-122.116,3420,29170
16971,5437800020,20140808T000000,225000.0,3,1.75,1350,9793,1.0,0,0,4,7,1350,0,1968,0,98022,47.1981,-122.00299999999999,1690,8080
2514,7202270830,20140625T000000,608000.0,4,2.5,2690,4736,2.0,0,0,3,7,2690,0,2001,0,98053,47.6869,-122.036,2690,4791
13574,4319200450,20150120T000000,436000.0,4,1.0,1200,6600,1.5,0,2,3,7,1200,0,1908,0,98136,47.5372,-122.382,1810,6600
12577,2806300065,20150422T000000,1960000.0,4,4.0,4430,31353,2.0,0,0,3,12,4430,0,1998,0,98005,47.6422,-122.15700000000001,3900,35237
17967,1737100040,20141022T000000,525000.0,3,1.75,1710,7350,1.0,0,0,3,8,1280,430,1981,0,98033,47.699,-122.167,2100,7560
2653,5459500125,20140805T000000,1000000.0,6,2.75,3600,9675,1.0,0,2,4,9,1940,1660,1977,0,98040,47.5726,-122.213,2990,9675
14614,5422500220,20150411T000000,479000.0,4,2.5,2050,6705,1.0,0,0,4,7,1230,820,1973,0,98034,47.7242,-122.21700000000001,1610,7292
16731,6380500151,20150317T000000,468000.0,3,1.5,1370,7697,1.0,0,0,3,7,1370,0,1939,0,98177,47.7153,-122.361,1370,7697
9258,2387400120,20140929T000000,650000.0,4,2.5,2500,6005,2.0,0,0,3,9,2500,0,2001,0,98033,47.6922,-122.17399999999999,2680,7200
6227,1898600050,20140722T000000,257500.0,4,1.5,1360,9323,1.0,0,0,4,7,1360,0,1968,0,98023,47.3168,-122.40100000000001,1180,9611
17720,5101408835,20140909T000000,559900.0,5,3.0,2200,6380,1.0,0,0,3,7,1440,760,1987,0,98125,47.7033,-122.322,1960,5800
12795,8691330330,20150409T000000,899000.0,4,2.5,4080,10295,2.0,0,0,3,10,4080,0,1998,0,98075,47.5933,-121.98200000000001,3470,10295
8791,5067400032,20141205T000000,550000.0,3,2.5,3070,14400,1.0,0,3,5,9,1720,1350,1985,0,98198,47.3716,-122.321,2020,18211
11880,8731982050,20150423T000000,367999.0,4,2.75,3430,8000,1.5,0,0,4,8,3430,0,1972,0,98023,47.3183,-122.382,2090,8000
19001,5318101695,20150409T000000,940000.0,4,1.5,2430,3600,2.5,0,0,3,8,2430,0,1980,0,98112,47.6351,-122.285,2020,4800
12959,8165100035,20141203T000000,245560.0,2,1.5,1260,9693,1.0,0,0,3,7,1260,0,1957,0,98177,47.7775,-122.365,1800,9693
5006,3876100080,20141215T000000,325000.0,3,1.0,1600,7500,1.0,0,0,3,7,1600,0,1966,0,98034,47.7198,-122.182,2050,7200
6214,3271300345,20150323T000000,1028000.0,3,3.0,2800,5800,1.0,0,0,3,9,1580,1220,1953,2010,98199,47.6493,-122.413,2580,5800
11249,7905400160,20150211T000000,246900.0,3,1.5,1370,9800,1.0,0,0,5,7,1370,0,1968,0,98001,47.3068,-122.27,1370,9800
